problem,arm,point_id,decision,normalized_objectives
zdt3,mode,32,"[0.42000329714490503,0.006178230218672207,0.035998024392020433,0.28691901504079215,0.15595007209921508,0.013402353307523616,0.05983626580563604,0.1426650905599536,0.05148043353289687,0.17736125958498014,0.09860256019353246,0.020808886879289345,0.026708656067471515,0.025885847682565192,0.03569090575938537,0.041616210850515284,0.01643180775742112,0.06501766994544071,0.14939786816730583,0.21491400678786016,0.13665440681233543,0.08754434681085096,0.04858842211174701,0.050660109256666884,0.03711230984683554,0.13305280953003126,0.07681057833182384,0.19021883170303866,0.050538750269115584,0.07695230711148218]","[0.4930572560113216,0.8167483535029989]"
zdt3,random,0,"[0.00031976232873376365,0.9376603537604145,0.7979082571205158,0.4566428098901696,0.10637615583586346,0.015465356458362223,0.34142870476534637,0.7475194625867438,0.7055246051317872,0.511354323587479,0.8567975573508992,0.44591125710480606,0.7502916314743678,0.4533010488164888,0.031064403547950703,0.6370252128348216,0.789368810798657,0.5883138351847594,0.7424108134122024,0.13177003554047761,0.6972876383823136,0.7586175451878436,0.3621065754349626,0.7560576662874842,0.1642507259724445,0.44298730146010057,0.3397128741810943,0.6185927686478483,0.1525743351150034,0.8472276822873869]","[0.00029748222570777274,3.650188463355246]"
zdt3,random,1,"[0.0004778231225072149,0.3102397346661634,0.8535096422331757,0.9989244462679776,0.44368111585906844,0.6886165782366911,0.3459645671929237,0.05093007277780459,0.3291483640138705,0.6405019886343525,0.23764776250769393,0.5558146453723435,0.10325454882228358,0.5734314012699457,0.9211105140530664,0.9078099021684906,0.1479841732931233,0.9865775730667811,0.0030819330786030497,0.4835084766677805,0.5413427010790619,0.5878960571649464,0.42097449111804597,0.5830514454835966,0.32426817304297784,0.7680895826924624,0.7009563464578024,0.6785630614119362,0.026251573944841455,0.7600077931519984]","[0.00048306491962569315,3.6076279906434743]"
zdt3,random,2,"[0.0007129075436365095,0.7708633254927085,0.21907365699657555,0.06347455662223167,0.4613506190413603,0.803048465894654,0.6250878918959716,0.06933561960693468,0.04542361057286559,0.46638404660297084,0.7177915220476822,0.8178315163396811,0.7022586065398371,0.3410519785968129,0.5221451188036823,0.4444598581244603,0.9704971131063728,0.254547614996783,0.8026008853236355,0.4336054215019989,0.2087227910451711,0.2326245890317552,0.06468770187940043,0.5452299043644214,0.9193254275897644,0.8735639881338184,0.06979985930705468,0.4379577145482907,0.2219005916931751,0.47852372920480446]","[0.0007590827677572221,3.35813391381473]"
zdt3,random,3,"[0.004427163556956937,0.6409714650001247,0.9608377949210535,0.11688168080897299,0.2824112528900353,0.012035395118316639,0.03507898156045952,0.18167165380059547,0.516038629954805,0.17017340554607496,0.9905221226374945,0.2929828885162413,0.0825211495711935,0.012625058578347281,0.7399694703832668,0.5514222140053356,0.2727694788745072,0.4657020470421043,0.6969953936824903,0.9576470060471872,0.07856857968825559,0.6057332723833745,0.11817330614302057,0.25775842803562377,0.09720117513334636,0.78773051145377,0.12540973637702502,0.029913412353578583,0.8737908010092287,0.9485144664109305]","[0.00512007337394649,3.0151170825232136]"
zdt3,random,4,"[0.008044415596236476,0.24421123195581362,0.4979570367596172,0.2193086635786018,0.12099089405418573,0.051778862289476146,0.07943093266835288,0.5435743326256621,0.8883564381610104,0.26168629611476757,0.4740396471482794,0.5738373088335023,0.22628628237667325,0.018639269317511586,0.48974289767661827,0.34640208396415373,0.25158858752291546,0.3252303547696346,0.6009185071456052,0.13599341194574932,0.3097738833641641,0.9281101927411725,0.9573866956194819,0.4425958545340849,0.25237632184403047,0.14513516568043272,0.30541110400371896,0.9991213526915957,0.351954029833207,0.17951231888714325]","[0.009367169456430818,2.868739077402611]"
zdt3,random,5,"[0.023822346647479398,0.04516773928450135,0.10466970171305778,0.2231660767147643,0.3031815105994863,0.6420730448645601,0.508085728038908,0.018752691525083742,0.5898491456800625,0.35988616754299274,0.5813121099824732,0.10425835531211625,0.26084811273828457,0.9278444778378695,0.3029810311110458,0.9451034265034797,0.5247340340585835,0.6210977504406654,0.2197143996821741,0.24437561665023,0.390151555493213,0.08033283211556919,0.7405421817420813,0.05784816714076346,0.7823482161085956,0.6325209937337521,0.20868492700599306,0.1423765800095399,0.16838285253710483,0.8213456463753103]","[0.02789238927240702,2.839112736488178]"
zdt3,random,6,"[0.05051495732813416,0.7301262631967144,0.035972622224135775,0.048179568846675735,0.6387893094102335,0.1832789668245134,0.06003864938020986,0.24602865391805773,0.4107816320759947,0.14513492412049533,0.9908557397371418,0.3793010747833919,0.7274607217038284,0.6283846264826586,0.27967297539812364,0.19375283789803943,0.31287907788138514,0.27427927888272086,0.059276933793242836,0.4399553648885296,0.7102532254121521,0.2522170730205088,0.06881351400474378,0.3017190658103224,0.02115070183116896,0.14757777003149253,0.27746378882203804,0.5190012609360601,0.9564205979267897,0.4743008782654127]","[0.05923277723046252,2.56143877003972]"
zdt3,random,7,"[0.1419670410741516,0.9195743947485754,0.13521144333023793,0.22489858992391798,0.4679757897909105,0.09528502084099,0.34925546312143785,0.011144568942755062,0.5410058803956312,0.2182542126304402,0.6883613075672715,0.46173808153303053,0.24045706407694922,0.09008684841742443,0.6252717480382023,0.09111685362227206,0.23271990038132628,0.7583207599475229,0.154789243736145,0.8502692421916532,0.1611686261781473,0.5678846540017822,0.15193316521101308,0.5817016604076095,0.4279986091007095,0.055521984521726075,0.5939901712376728,0.02430438803465218,0.1701350592092319,0.8807727597894127]","[0.16660870304239447,2.531365212442092]"
zdt3,random,8,"[0.1868795313251389,0.2018377358615191,0.7095762549141282,0.011078524982288451,0.5614047564131268,0.2796361993312594,0.7404472601171055,0.0856598914480241,0.5190518786111651,0.27314305666549554,0.21166265730545253,0.08999513559523464,0.04545398667577305,0.5549408870313299,0.5415312482155465,0.17837063237686812,0.1456448297858457,0.5990834245868051,0.6985931009743445,0.11944907409320382,0.22782412239518146,0.21950226131859474,0.8360302887768543,0.04744762744830655,0.570483772081258,0.9167619333742454,0.25094563327648656,0.47659619187353774,0.3692454740367631,0.6001294812431228]","[0.21934145689207524,2.4793068865046566]"
zdt3,random,9,"[0.19396668519573057,0.044269821340326976,0.007945497780808441,0.046711014087673974,0.4042966679469866,0.6047651484238294,0.1768351942507046,0.05630079453795467,0.01055900258708864,0.47054717806416735,0.9637738333660691,0.6202580638563236,0.06025330883728475,0.7807230195464957,0.1584933018160628,0.19704985634318883,0.31991926568342344,0.3950965293771691,0.6626328302596398,0.057872826580818715,0.5886123186675192,0.9060286522570221,0.07824089658791344,0.6963086231631491,0.0570354977226285,0.5191625865751233,0.5810860285954189,0.2582169760501146,0.1500458322738617,0.13700897133378886]","[0.22766264190017013,2.279598712956115]"
zdt3,random,10,"[0.22274049840122256,0.07887748716650178,0.2518603998044724,0.45243657782507773,0.3678393344833252,0.03448431711866329,0.4075625124503316,0.5960352830622084,0.11705434464173081,0.07677038791984792,0.6013409751186122,0.14484958142721727,0.656850359592474,0.29827012098869854,0.04968879000774584,0.7685203095572725,0.03641258306346529,0.19318022780767985,0.19923450674802234,0.44237037989110173,0.023010215167381,0.5365404146119401,0.7867786784573021,0.46928378902248935,0.9410357024079246,0.14025717087535916,0.5122784568700953,0.39313062560985224,0.4513199380178593,0.0423092650943826]","[0.26144661603748814,2.149268208388322]"
zdt3,random,11,"[0.26649225207038707,0.1119511136208573,0.17185137338973344,0.6367036691035936,0.5241310728132974,0.3946735162958408,0.053668904390751115,0.27187091244259665,0.11111315627915319,0.7491919781218047,0.4419595143719781,0.6966964506264476,0.00010754033894710968,0.13313058067650918,0.10528621493784607,0.1599614104826641,0.17838024631198124,0.9995694645447872,0.7576744794482257,0.3675325658035964,0.42259224670375395,0.053039497621443776,0.2923465885355495,0.04727062799338799,0.6175271839384827,0.4146365678069662,0.04467799355037094,0.27257500853941674,0.6990284966539562,0.5806011243053317]","[0.31281652324670156,2.086726106170607]"
zdt3,random,12,"[0.26701430559953987,0.5032411763969947,0.8385304173531771,0.7739761864441131,0.669397873961957,0.6459010631668766,0.7976633686657411,0.04782618757560231,0.14230794627378907,0.16942893850816132,0.12551975549314254,0.2920095773421888,0.7204436321083929,0.2789090944897432,0.04089845655180313,0.19097364404741624,0.13064619824649837,0.10478664151753136,0.12551040723652007,0.780570757558947,0.24882639605704415,0.11071414219568654,0.22414230867634244,0.4558613434742952,0.5690420172175603,0.02968396217138125,0.22935301845035339,0.037547823815419656,0.23381511294327806,0.054494190515906094]","[0.3134294779079846,1.9740094202553107]"
zdt3,random,13,"[0.4280814231992318,0.278046878123947,0.8021557369481661,0.7198938083086135,0.11924922823337458,0.6573742837141757,0.3649542884647837,0.13990866633763166,0.1034516345435108,0.5337552532960127,0.011053557306776929,0.0667258161701092,0.23295107992345587,0.700977542487366,0.6404852429122727,0.07242173416913689,0.47427850413554073,0.24674916108035683,0.48611548317461484,0.7709412448872537,0.7238740845723767,0.031067303710952454,0.4895788823209447,0.09294796713482734,0.8046938397445567,0.2441771030496197,0.1435704556235189,0.750602551275744,0.06891688400808271,0.02841398236586934]","[0.5025419635038023,1.9428183642291108]"
zdt3,random,14,"[0.4422863171307063,0.36191823605360396,0.21297885505123737,0.05062170221332729,0.5975280903449637,0.07222893312857848,0.16009805665578958,0.04751854510996434,0.03187995563533774,0.23714154373391938,0.21715652692699983,0.19323671473482973,0.6418564364706847,0.4838636148247897,0.2823167261145967,0.24509532849238536,0.5962937061805561,0.16065964131901955,0.6730377046749061,0.4493359618077085,0.7107145930676727,0.5473552301482637,0.4293433030664996,0.8374035411232899,0.3661804186016153,0.26311640540338477,0.8086889101808108,0.06166281685834796,0.15248059555595517,0.8518751119954562]","[0.5192202454463807,1.8658741802582914]"
zdt3,random,15,"[0.4592374799133069,0.4939606381414545,0.9483780777989708,0.32056207921378166,0.13331210620318745,0.3411586599742287,0.04636789798838281,0.018445849906263412,0.1258658780011952,0.6161717396025831,0.008876287521125348,0.8970564352281258,0.33676908772708747,0.13224058929131333,0.7494386287285005,0.5946477329370243,0.9568611477782722,0.13889428801444503,0.007706927999231894,0.4154381274834844,0.4626275669048575,0.5973443913765019,0.5710357792515255,0.19838059825087317,0.31457094926705764,0.14873329549968128,0.2642291274136399,0.04085482394471962,0.22377984593354394,0.60478476024806]","[0.5391229827358387,1.8397743970913485]"
zdt3,random,16,"[0.6065587192241438,0.10675366260291419,0.005596668128701743,0.22336516459900568,0.22780373908539464,0.1472003197844879,0.18029020124923922,0.4738847198959836,0.4315735910931684,0.0029306765047629746,0.37330325095501316,0.4159624346029642,0.7462270090111661,0.4958528306955017,0.09816882179010877,0.29841510262915105,0.14242159637209229,0.7273270178341453,0.6233414757268922,0.4361414714256634,0.5604284185859391,0.5586319894248943,0.36837808167749564,0.16742901584565995,0.48089359121805353,0.8191469680163519,0.2461035105560475,0.27209031849180765,0.382680234055191,0.16528656316302126]","[0.71209612686555,1.8239276108133595]"
zdt3,random,17,"[0.6434615008907837,0.8136172616154141,0.05843667828938981,0.7644378912670116,0.14002048803544953,0.6223027412888976,0.44292458107537314,0.6864037071236979,0.26518068200996503,0.5445500790614416,0.13668067814560414,0.13611464274377372,0.5970522371538428,0.003414366496942267,0.09438299339667022,0.2998529263578431,0.5089566018053115,0.5040391490690466,0.22955854520535635,0.9007636043776759,0.5961535376031806,0.16166173384793858,0.032120605928002255,0.5237495538730789,0.5307560783699786,0.15786382865819903,0.9874021753082048,0.48499694646036406,0.05543050546304762,0.934881087618876]","[0.7554245036961501,1.8004542395838927]"
zdt3,random,18,"[0.649442162235284,0.7791329869595851,0.9389325387875226,0.016634039909092513,0.37811891124704755,0.14878638387654075,0.47546296301886504,0.16826483299342754,0.2392891571313175,0.9255198146954593,0.6235828416054328,0.2384135902983141,0.20619196283210528,0.2513448863590624,0.6373730310197054,0.534543432501306,0.6077092463937559,0.108794790083656,0.24619650306493435,0.1357307743776095,0.03650177026941448,0.41163950612080624,0.4096977748622478,0.3684772142415137,0.9357266358917491,0.9111760097174276,0.2170952638023167,0.09952159748302447,0.8701649583207354,0.2192275806727596]","[0.7624465312162317,1.7741705380429877]"
zdt3,random,19,"[0.6542184750117193,0.26369912214827107,0.22326112427409917,0.16840184698330019,0.30514117564460763,0.5069434346687846,0.11535180907084175,0.4354992957743171,0.5853101067381575,0.2411895750371298,0.2951290368186391,0.5860945606282717,0.009292500207517929,0.08625183271835646,0.24883770632805902,0.6047309158186907,0.5832991283921031,0.46070970779981235,0.20136379999732434,0.4128736029600578,0.05139413557031003,0.5745439844504622,0.19340961428762327,0.8404334172206063,0.6401500028715728,0.3040507329560832,0.6410752943713658,0.28544402854242645,0.06863973624959097,0.8950428091065427]","[0.7680545062926819,1.58405720762094]"
zdt3,random,20,"[0.6656414874771882,0.3088005077564978,0.43929251773934286,0.006218573826575424,0.3541817981403105,0.47987758495496047,0.19156647640842406,0.8162871091698682,0.5483258197773354,0.11140921399351611,0.09857774650272644,0.9785540696337507,0.007062672011268534,0.31719739708822436,0.1286101503710544,0.1268044448283231,0.5489817557700871,0.08326005551165394,0.14778293796871,0.7553741540850569,0.5091908732403274,0.025297683384432612,0.776000759613233,0.1876802780732979,0.4032770620595033,0.5232650566474596,0.39553414800421227,0.1951379236940971,0.35321563718075777,0.36878202810768956]","[0.7814665193250737,1.5200722740101609]"
zdt3,random,21,"[0.8347625923461566,0.2766042720845766,0.20778240522238345,0.3610302061137721,0.11604622289842681,0.27159898801587323,0.14777849289130618,0.15911553591532757,0.6570044386705145,0.5704644685324294,0.31582303580389837,0.0564442953543659,0.2095492518944475,0.4353571770422713,0.6321428097515238,0.26963494583780323,0.2521196794864755,0.05882142152471603,0.06678702654448732,0.4400713318485967,0.13274949503231037,0.5784790483296534,0.2239617007047543,0.08478924156259715,0.5349441266528151,0.8227547258344872,0.798327914585622,0.11768663439231564,0.3540554588467787,0.694699717781749]","[0.9800353705288947,1.2736467984880087]"
zdt4,initial,0,"[0.01851772969404497,-1.5988502099384592,0.4069207202571521,-3.677494993661913,-1.3580754499093137,3.5004516287433702,2.268524499325416,4.3189483429240525,2.8283969073480675,0.9071735515045081]","[0.01851772969404497,161.13600470050173]"
